Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Shaolin Saboteur (3276)	criticalshift	shaolin_saboteur_cs	Agent of the Blue Principle	1	{han}	{han}{chi}	1	0	0	Turn and maintain :: When target card unturns, it takes 2 damage.	Quan Lo found the Syndicate's combination of chi and technology horrifying.		Banu Adhimuka	Character	Guiding Hand	Common	N	 shaolin saboteur agent blue principle 
Sewer Demon (3274)	criticalshift	sewer_demon_cs	Noxious Monster	4	{lot}{lot}	{lot}	6	0	0	Once per turn, you may sacrifice a Character :: Unturn this card.	There is great power in what modern society discards.		Quinton Hoover	Character	Eaters of the Lotus	Uncommon	N	 sewer demon noxiou noxious monster 
Security Officers (3273)	criticalshift	security_officers_cs	Corporate Cops	1		{arc}	1	0	0	Toughness: 1 while you control any other <Cop> Characters.	"Private police. Private army. What's the difference?"		Mikael Noguchi	Character	Architects of the Flesh	Common	N	 security officer officers corporate cop cops 
Secret Plans for World Domination (3272)	criticalshift	secret_plans_for_world_domination_cs	Edge	1	{asc}{asc}		0	0	0	Limited. Smoke this card if a Feng Shui Site you control is seized. When you seize a Feng Shui Site, gain 1 Power and you may search your deck for a card, reshuffle, and put that card on top of your deck.			Mike Jackson	Edge	Ascended	Uncommon	N	 secret plan plans world domination 
Scramble Suit (3271)	criticalshift	scramble_suit_cs	State of the Art Tech	1	{tek}{tek}		0	0	0	Subject Character cannot be intercepted by Characters controlled by players with cards in their hands. Any player may discard his or her hand when subject turns to attack.			Brian England	State	High Tech	Uncommon	N	 scramble suit art tech 
Safety Third! (3270)	criticalshift	safety_third_cs	Event	0	{jam}		0	0	0	Target a Character and flip a coin :: Heads: smoke target. Tails: inflict 1 damage on all Characters you control. {chi} cards are not affected by this card.	Most Jammers are surprised it's that high on the list.		Dan Harding	Event	Jammers	Common	N	 safety third 
Sacred Heart Hospital (3269)	criticalshift	sacred_heart_hospital_cs	Feng Shui Site	0			0	1	6	Unique. Turn :: Heal target Character.	"Gunshot wounds, Trauma 1. Demon bites, Trauma 2. Weird recurring glow, please wait outside."		Martin Montalbetti	Site	Feng Shui Site	Promo	N	 sacred heart hospital 
Rogue Shaper (3268)	criticalshift	rogue_shaper_cs	Netherworld Mercenary	4	{mon}{mon}	{mon}	6	0	0	Mobility and cannot be intercepted while at the location of a <Netherworld> Site.	"Sure, I can reverse gravity in the antechamber, but it'll cost you."		Ron Rousselle	Character	Four Monarchs	Uncommon	N	 rogue shaper netherworld mercenary 
Reprogramming (3267)	criticalshift	reprogramming_cs	Event	0	{syn}		0	0	0	Target a Character :: Target's controller chooses whether target takes 4 damage or is canceled until it leaves play.	The Syndicate consider elimination a last resort for valuable assets.		Adam Bray	Event	Syndicate	Common	N	 reprogramming 
Rei Okamoto (3266)	criticalshift	rei_okamoto_cs	Hacker Mastermind	2	{syn}	{syn}{tek}	2	0	0	Unique. Influence: 4. Turn :: Change the target of an Event.	Everybody uses her code. Nobody spots the backdoors.		Dan Murray	Character	Syndicate	Uncommon	N	 rei okamoto hacker mastermind 
Reentry Squad (3265)	criticalshift	reentry_squad_cs	Space Monkeys	3	{jam}{jam}{tek}	{jam}	3	0	0	Mobility. Once per attack, you may pay 1 Power when this card is declared as an attacker :: Until the end of the attack, this card gains +4 Fighting, Guts, and is not smoked when its Fighting is reduced to zero. Smoke it at the end of the attack.			Martin Blanco	Character	Jammers	Uncommon	N	 reentry squad space monkey monkeys 
Reascension Spy (3263)	criticalshift	reascension_spy_cs	Undercover Salaryman	3	{asc}{asc}	{asc}	1	0	0	Turn and maintain and choose a damaged Character :: Take control of that Character.	"I think we can offer you a very competitive benefits package."		Martin Montalbetti	Character	Ascended	Uncommon	N	 reascension spy undercover salaryman 
Rebel Without a Cause (3264)	criticalshift	rebel_without_a_cause_cs	Disaffected Saboteur	2		{jam}{tek}	2	0	0	If you have {jam} in your pool, you may discard this card when an opponent's effect causes one or more cards to be returned to play or played from a smoked pile :: Toast one of those cards.			Regis Moulun	Character	Jammers	Common	N	 rebel without cause disaffected saboteur 
Rainforest Ruins (3261)	criticalshift	rainforest_ruins_cs	Feng Shui Site	0			0	1	8	+2 Body for each opponent who is closer to victory than you. You may play this card face up at -1 cost for each opponent who is closer to victory than you.	The jungle reclaims its territory.		Robert Marchesi	Site	Feng Shui Site	Uncommon	N	 rainforest ruin ruins 
Reascension Agenda (3262)	criticalshift	reascension_agenda_cs	Edge	0	{asc}{tek}		0	0	0	Opponents' Events cannot target more than one of your Characters. Sacrifice :: Return a Character from your smoked pile to your hand.	"The Prophet has rejoined his children. It begins."		Diego Candia	Edge	Ascended	Promo	N	 reascension agenda 
Project Apocalypse (3260)	criticalshift	project_apocalypse_cs	Doomsday Site	3	{jam}{jam}{jam}{tek}	{jam}	0	1	5	Unique. Toughness: X. Enters play with one counter. Add a counter at the start of your turn if this card is in your front row. When there are four counters, you win the game. X= the number of counters.			Martin Blanco	Site	Jammers	Rare	N	 project apocalypse doomsday 
Petal's Attendant (3258)	criticalshift	petals_attendant_cs	Eunuch Sorcerer Assassin	3		{lot}{mag}	3	0	0	Assassinate. You may inflict two damage on a Character when this card enters play. +1 Fighting while you have more {mag} resources than each opponent.			Wes Jones	Character	Eaters of the Lotus	Common	N	 petal petals attendant eunuch sorcerer assassin 
Probability Soldiers (3259)	criticalshift	probability_soldiers_cs	Agents of the Uncertainty Principle	3	{pur}	{pur}	4	0	0	You may flip a coin when this card attacks :: Heads: unturn this card.	How do you kill someone who isn't dead until he stops to check?		Wes Jones	Character	Purists	Common	N	 probability soldier soldiers agent agents uncertainty principle 
Palace of Virtual Light (3256)	criticalshift	palace_of_virtual_light_cs	Feng Shui Site	0			0	1	9	Unique. Turn and discard your hand :: Gain 1 Power.	In rare circumstances, the principles of geomancy can apply to constructs that should exist only in the imagination.		Martin Blanco	Site	Feng Shui Site	Rare	N	 palace virtual light 
Panzer X (3257)	criticalshift	panzer_x_cs	Tank State	2	{arc}{arc}{tek}		0	0	0	Vehicle. Subject Character gains +2 Fighting and Toughness: 1. Turn :: Inflict 2 damage on the target of subject's attack.	World War Two engineering meets Arcanotech.		Banu Adhimuka	State	Architects of the Flesh	Uncommon	N	 panzer x tank 
Noriko Watson (3253)	criticalshift	noriko_watson_cs	Razor Girl	4	{tek}{tek}	{tek}	4	0	0	Unique. Ambush. +2 damage to Sites. While intercepting, this card inflicts its combat damage at the same time an attacker with Ambush would.	It's a hard life on the streets. It's harder above them.		Anthony Boursier	Character	High Tech	Promo	N	 noriko watson razor girl 
Orange Divination (3255)	criticalshift	orange_divination_cs	Event	0	{han}{han}{chi}{chi}		0	0	0	Look through the top X cards of your deck, where X = the number of {chi} resources in your pool. Select two cards and set them aside, reshuffle, and place the two cards on top of your deck in any order.	"What you hear may be false; what you see is true."		Martin Blanco	Event	Guiding Hand	Uncommon	N	 orange divination 
Northern Long Fist (3254)	criticalshift	northern_long_fist_cs	State	0	{chi}{chi}		0	0	0	Limited. Schtick. When subject Character enters combat with an interceptor, you may choose to have subject inflict no damage this combat. At the time it would have inflicted combat damage, instead inflict 1 plus that amount on the target of the attack.			Regis Moulun	State	Chi	Uncommon	N	 northern long fist 
Mystical Cosine (3250)	criticalshift	mystical_cosine_cs	Edge	0	{pur}{pur}		0	0	0	Play under the control of any player. You must play with your hand face-up. When an attack against you succeeds, the player to your left takes control of this card.			Matthew Laznicka	Edge	Purists	Uncommon	N	 mystical cosine 
Nanovirus (3251)	criticalshift	nanovirus_cs	State	0	{arc}{arc}		0	0	0	Subject Character cannot be healed. Inflict 2 damage on subject at the start of its controller's turn.	"No, I don't think your insurance policy's going to cover this."		Matthew Laznicka	State	Architects of the Flesh	Common	N	 nanoviru nanovirus 
New Recruits (3252)	criticalshift	new_recruits_cs	Netherworld Soldiers	2	{arc}	{arc}	2	0	0	Choose a designator when this card enters play. All <Soldier> Characters have Toughness: 1 against Characters with that designator.			Matthew Laznicka	Character	Architects of the Flesh	Common	N	 new recruit recruits netherworld soldier soldiers 
Moon Base (3248)	criticalshift	moon_base_cs	Feng Shui Site	0			0	1	7	Turn :: Inflict 1 damage on target attacker.	Once a military base, now leased to the highest bidder.		Brian Rood	Site	Feng Shui Site	Common	N	 moon base 
Muscle Car (3249)	criticalshift	muscle_car_cs	Homemade Tank State	2	{dra}		0	0	0	Vehicle. Subject Character gains +3 Fighting and Guts.	Necessity is the mother of invention. This car's just a mother.		Matthew Laznicka	State	Dragons	Uncommon	N	 muscle car homemade tank 
Master Yuen (3244)	criticalshift	master_yuen_cs	Teacher of the Red Principle	3	{han}{han}	{han}{chi}	4	0	0	Unique. Toughness: 1. Turn two Sites you control :: Target {chi} Character gains Superleap until the end of the turn.			Matthew Laznicka	Character	Guiding Hand	Rare	N	 master yuen teacher red principle 
Melting Flesh Squad (3245)	criticalshift	melting_flesh_squad_cs	Unruly Abominations	3	{arc}{arc}	{arc}	5	0	0	Guts. Cannot turn to attack unless another {arc} Character with a different title is also attacking.	The street sweepers quickly learned to always work in teams.		Scott Reeves	Character	Architects of the Flesh	Uncommon	N	 melting flesh squad unruly abomination abominations 
Ming I's Chosen (3246)	criticalshift	ming_is_chosen_cs	Darkness State	2	{mon}{mon}		0	0	0	Schtick. Subject Character gains +X Fighting. Toast subject at the end of your turn if it did not attack that turn. X= the number of Characters controlled by opponents.	Some believe it a blessing. Others are less na&iuml;ve.		Mike Jackson	State	Four Monarchs	Uncommon	N	 ming i is chosen darkness darknes darkne darkn 
Mistress of Blotted Moonlight (3247)	criticalshift	mistress_of_blotted_moonlight_cs	Darkness Spirit	8	{mon}{mon}{mon}{mag}	{mon}{mag}	9	0	0	Unique. Play at -X cost. X= the number of Power-generating Sites you control. Inflict 3 damage on a Power-generating Site you control :: Cancel an Event that targets this card.			Matthew Laznicka	Character	Four Monarchs	Rare	N	 mistres mistress blotted moonlight darkness darknes darkne darkn spirit 
Lightning Strike (3241)	criticalshift	lightning_strike_cs	Thunder Event	2	{mon}{mon}		0	0	0	Each Character at target location takes damage equal to its cost.	"Don't worry! Lightning never strikes the same --"		Utakata	Event	Four Monarchs	Uncommon	N	 lightning strike thunder 
malloc() (3242)	criticalshift	malloc_cs	Resurrected Hacker	4	{dra}{dra}{dra}	{dra}{tek}	6	0	0	Unique. Toughness: 1. Once during your Main Shot, you may choose a resource :: All non-Event cards that require or provide that resource have their rules text blanked until the end of the turn.			Dan Murray	Character	Dragons	Rare	N	 malloc resurrected hacker 
Mars Colonist (3243)	criticalshift	mars_colonist_cs	Expendable Student	1		{syn}{chi}	1	0	0		She said she loved the lower gravity, the tang of the hydroponics, and the red earth unspoiled by terraforming. Of course, she knew her geomantic studies would eventually change everything.		Allan Bednar	Character	Syndicate	Common	N	 mar mars colonist expendable student 
The Library of Souls (3240)	criticalshift	the_library_of_souls_cs	Site	2	{lot}{lot}	{lot}	0	1	5	Unique. Once per turn you may target a {lot} Character in your smoked pile and pay Power equal to its cost plus 1 :: Return target to play.	"There is much to learn from the dead."		Zach McCain	Site	Eaters of the Lotus	Rare	N	 the library soul souls 
Li Han (3239)	criticalshift	li_han_cs	Kung Fu Prodigy	3	{dra}{dra}	{dra}{chi}	2	0	0	Unique. Guts. +1 Fighting for each {dra} Character in play.	The third-greatest martial artist of his generation.		Brian England	Character	Dragons	Rare	N	 li han kung fu prodigy 
Lenny Wu (3238)	criticalshift	lenny_wu_cs	Martial Artist Cop	3	{dra}{dra}	{dra}{chi}	4	0	0	Unique. When this card enters combat with a Character, that Character gains -1 Fighting until the end of the turn.			Scott Reeves	Character	Dragons	Uncommon	N	 lenny wu martial artist cop 
LaGrange Four (3237)	criticalshift	lagrange_four_cs	Orbital Feng Shui Site	0			0	1	4	Unique. Turn :: Unturn target non-attacking Character.	An entire city in space, designed to the principles of feng shui.		Matt Hughes	Site	Feng Shui Site	Rare	N	 la grange four orbital 
Kamikaze Cosmonauts (3235)	criticalshift	kamikaze_cosmonauts_cs	Outer-Space Saboteurs	1		{jam}	1	0	0	When this card turns to attack a Site, immediately turn that Site.	Too many years alone on a crumbling space station drove them insane.		Scott Reeves	Character	Jammers	Common	N	 kamikaze cosmonaut cosmonauts outer space saboteur saboteurs 
Keeper of Echoes (3236)	criticalshift	keeper_of_echoes_cs	Recursive Spirit	3	{pur}{pur}	{pur}{mag}	1	0	0	Unique. +X Fighting. You may immediately discard up to two cards when this card enters play. X= the total cost of those cards.			Anthony Boursier	Character	Purists	Rare	N	 keeper echo echoe echoes recursive spirit 
Junior Executive (3234)	criticalshift	junior_executive_cs	Corporate Agent	1	{syn}	{syn}	1	0	0	Influence: 2	There is nothing to the Syndicate but a web of favors, debts, and personal connections -- but that is more than sufficient.		Matthew Laznicka	Character	Syndicate	Common	N	 junior executive corporate agent 
Jigsaw Beast (3232)	criticalshift	jigsaw_beast_cs	Modular Abomination	100	{arc}{arc}{arc}	{arc}{tek}	1	0	0	Unique. Ambush. Reload: Sacrifice a {tek} Character. +X Fighting. X must be at least 1.	Uglier than the sum of its parts.		Matthew Laznicka	Character	Architects of the Flesh	Uncommon	N	 jigsaw beast modular abomination 
Julienne Wong (3233)	criticalshift	julienne_wong_cs	Political Mastermind	4	{dra}{dra}	{dra}	6	0	0	Unique. Toughness: 1 for each different faction resource in your pool.	"Life was supposed to be easier when the good guys ran the world."		Banu Adhimuka	Character	Dragons	Rare	N	 julienne wong political mastermind 
Iron Hands Ma (3230)	criticalshift	iron_hands_ma_cs	Rebel Martial Artist	2	{han}{han}	{han}	2	0	0	Unique. Toughness: 1. +3 damage to Characters.	The law is strong, but the outlaws are ten times stronger.		Diego Candia	Character	Guiding Hand	Uncommon	N	 iron hand hands ma rebel martial artist 
The Iron Palace (3231)	criticalshift	the_iron_palace_cs	Secret Feng Shui Site	0			0	1	7	Unique. Turn and maintain :: Target Character gains Toughness: 1.	Xin Kai Sheng wanted a more defensible capital.		Adam Bray	Site	Feng Shui Site	Rare	N	 the iron palace secret 
The Inner Garden (3228)	criticalshift	the_inner_garden_cs	Site	2	{han}{chi}{chi}	{chi}	0	1	7	Turn :: Return a {chi} State you own to your hand. Turn :: Play a {chi} State at -1 cost.	Tranquility is a fortress of the mind.		Garrett Byers	Site	Guiding Hand	Uncommon	N	 the inner garden 
